source,target,weight
"Osterhaus, Albert D. M. E.","Raj, V. Stalin",1
"Fouchier, Ron A. M.","Raj, V. Stalin",1
"Haagmans, Bart L.","Raj, V. Stalin",1
"Drosten, Christian","Raj, V. Stalin",1
"Meyer, Benjamin","Muth, Doreen",1
"Kallies, Stephan","Muth, Doreen",1
"Muth, Doreen","Smits, Saskia L.",1
"Muth, Doreen","Wollny, Robert",1
"Bestebroer, Theo M.","Muth, Doreen",1
"Muth, Doreen","Specht, Sabine",1
"Muth, Doreen","Suliman, Tasnim",1
"Muth, Doreen","Zimmermann, Katrin",1
"Binger, Tabea","Muth, Doreen",2
"Eckerle, Isabella","Muth, Doreen",1
"Muth, Doreen","Tschapka, Marco",1
"Muth, Doreen","Zaki, Ali M.",1
"Muth, Doreen","Osterhaus, Albert D. M. E.",1
"Fouchier, Ron A. M.","Muth, Doreen",1
"Haagmans, Bart L.","Muth, Doreen",1
"Drosten, Christian","Muth, Doreen",2
"Kallies, Stephan","Meyer, Benjamin",1
"Meyer, Benjamin","Smits, Saskia L.",1
"Meyer, Benjamin","Wollny, Robert",1
"Bestebroer, Theo M.","Meyer, Benjamin",1
"Meyer, Benjamin","Specht, Sabine",1
"Meyer, Benjamin","Suliman, Tasnim",1
"Meyer, Benjamin","Zimmermann, Katrin",1
"Binger, Tabea","Meyer, Benjamin",1
"Eckerle, Isabella","Meyer, Benjamin",1
"Meyer, Benjamin","Tschapka, Marco",1
"Meyer, Benjamin","Zaki, Ali M.",1
"Meyer, Benjamin","Osterhaus, Albert D. M. E.",1
"Fouchier, Ron A. M.","Meyer, Benjamin",1
"Haagmans, Bart L.","Meyer, Benjamin",1
"Drosten, Christian","Meyer, Benjamin",2
"Kallies, Stephan","Smits, Saskia L.",1
"Kallies, Stephan","Wollny, Robert",1
"Bestebroer, Theo M.","Kallies, Stephan",1
"Kallies, Stephan","Specht, Sabine",1
"Kallies, Stephan","Suliman, Tasnim",1
"Kallies, Stephan","Zimmermann, Katrin",1
"Binger, Tabea","Kallies, Stephan",1
"Eckerle, Isabella","Kallies, Stephan",1
"Kallies, Stephan","Tschapka, Marco",1
"Kallies, Stephan","Zaki, Ali M.",1
"Kallies, Stephan","Osterhaus, Albert D. M. E.",1
"Fouchier, Ron A. M.","Kallies, Stephan",1
"Haagmans, Bart L.","Kallies, Stephan",1
"Drosten, Christian","Kallies, Stephan",2
"Smits, Saskia L.","Wollny, Robert",1
"Bestebroer, Theo M.","Smits, Saskia L.",1
"Smits, Saskia L.","Specht, Sabine",1
"Smits, Saskia L.","Suliman, Tasnim",1
"Smits, Saskia L.","Zimmermann, Katrin",1
"Binger, Tabea","Smits, Saskia L.",1
"Eckerle, Isabella","Smits, Saskia L.",1
"Smits, Saskia L.","Tschapka, Marco",1
"Smits, Saskia L.","Zaki, Ali M.",1
"Osterhaus, Albert D. M. E.","Smits, Saskia L.",1
"Fouchier, Ron A. M.","Smits, Saskia L.",1
"Haagmans, Bart L.","Smits, Saskia L.",1
"Drosten, Christian","Smits, Saskia L.",1
"Bestebroer, Theo M.","Wollny, Robert",1
"Specht, Sabine","Wollny, Robert",1
"Suliman, Tasnim","Wollny, Robert",1
"Wollny, Robert","Zimmermann, Katrin",1
"Binger, Tabea","Wollny, Robert",1
"Eckerle, Isabella","Wollny, Robert",1
"Tschapka, Marco","Wollny, Robert",1
"Wollny, Robert","Zaki, Ali M.",1
"Osterhaus, Albert D. M. E.","Wollny, Robert",1
"Fouchier, Ron A. M.","Wollny, Robert",1
"Haagmans, Bart L.","Wollny, Robert",1
"Drosten, Christian","Wollny, Robert",1
"Bestebroer, Theo M.","Specht, Sabine",1
"Bestebroer, Theo M.","Suliman, Tasnim",1
"Bestebroer, Theo M.","Zimmermann, Katrin",1
"Bestebroer, Theo M.","Binger, Tabea",1
"Bestebroer, Theo M.","Eckerle, Isabella",1
"Bestebroer, Theo M.","Tschapka, Marco",1
"Bestebroer, Theo M.","Zaki, Ali M.",1
"Bestebroer, Theo M.","Osterhaus, Albert D. M. E.",1
"Bestebroer, Theo M.","Fouchier, Ron A. M.",1
"Bestebroer, Theo M.","Haagmans, Bart L.",1
"Bestebroer, Theo M.","Drosten, Christian",1
"Specht, Sabine","Suliman, Tasnim",1
"Specht, Sabine","Zimmermann, Katrin",1
"Binger, Tabea","Specht, Sabine",1
"Eckerle, Isabella","Specht, Sabine",1
"Specht, Sabine","Tschapka, Marco",1
"Specht, Sabine","Zaki, Ali M.",1
"Osterhaus, Albert D. M. E.","Specht, Sabine",1
"Fouchier, Ron A. M.","Specht, Sabine",1
"Haagmans, Bart L.","Specht, Sabine",1
"Drosten, Christian","Specht, Sabine",1
"Suliman, Tasnim","Zimmermann, Katrin",1
"Binger, Tabea","Suliman, Tasnim",1
"Eckerle, Isabella","Suliman, Tasnim",1
"Suliman, Tasnim","Tschapka, Marco",1
"Suliman, Tasnim","Zaki, Ali M.",1
"Osterhaus, Albert D. M. E.","Suliman, Tasnim",1
"Fouchier, Ron A. M.","Suliman, Tasnim",1
"Haagmans, Bart L.","Suliman, Tasnim",1
"Drosten, Christian","Suliman, Tasnim",1
"Binger, Tabea","Zimmermann, Katrin",1
"Eckerle, Isabella","Zimmermann, Katrin",1
"Tschapka, Marco","Zimmermann, Katrin",1
"Zaki, Ali M.","Zimmermann, Katrin",1
"Osterhaus, Albert D. M. E.","Zimmermann, Katrin",1
"Fouchier, Ron A. M.","Zimmermann, Katrin",1
"Haagmans, Bart L.","Zimmermann, Katrin",1
"Drosten, Christian","Zimmermann, Katrin",1
"Binger, Tabea","Eckerle, Isabella",1
"Binger, Tabea","Tschapka, Marco",1
"Binger, Tabea","Zaki, Ali M.",1
"Binger, Tabea","Osterhaus, Albert D. M. E.",1
"Binger, Tabea","Fouchier, Ron A. M.",1
"Binger, Tabea","Haagmans, Bart L.",1
"Binger, Tabea","Drosten, Christian",2
"Eckerle, Isabella","Tschapka, Marco",1
"Eckerle, Isabella","Zaki, Ali M.",1
"Eckerle, Isabella","Osterhaus, Albert D. M. E.",1
"Eckerle, Isabella","Fouchier, Ron A. M.",1
"Eckerle, Isabella","Haagmans, Bart L.",1
"Drosten, Christian","Eckerle, Isabella",1
"Tschapka, Marco","Zaki, Ali M.",1
"Osterhaus, Albert D. M. E.","Tschapka, Marco",1
"Fouchier, Ron A. M.","Tschapka, Marco",1
"Haagmans, Bart L.","Tschapka, Marco",1
"Drosten, Christian","Tschapka, Marco",1
"Osterhaus, Albert D. M. E.","Zaki, Ali M.",1
"Fouchier, Ron A. M.","Zaki, Ali M.",1
"Haagmans, Bart L.","Zaki, Ali M.",1
"Drosten, Christian","Zaki, Ali M.",1
"Fouchier, Ron A. M.","Osterhaus, Albert D. M. E.",1
"Haagmans, Bart L.","Osterhaus, Albert D. M. E.",1
"Drosten, Christian","Osterhaus, Albert D. M. E.",1
"Fouchier, Ron A. M.","Haagmans, Bart L.",1
"Drosten, Christian","Fouchier, Ron A. M.",1
"Drosten, Christian","Haagmans, Bart L.",1
"Plant, Ewan P.","Sims, Amy C.",2
"Baric, Ralph S.","Plant, Ewan P.",2
"Dinman, Jonathan D.","Plant, Ewan P.",2
"Plant, Ewan P.","Taylor, Deborah R.",2
"Baric, Ralph S.","Sims, Amy C.",4
"Dinman, Jonathan D.","Sims, Amy C.",2
"Sims, Amy C.","Taylor, Deborah R.",2
"Baric, Ralph S.","Dinman, Jonathan D.",2
"Baric, Ralph S.","Taylor, Deborah R.",2
"Dinman, Jonathan D.","Taylor, Deborah R.",2
"Cao, Yingnan","Huang, Jun",1
"Bu, Xianzhang","Huang, Jun",1
"Huang, Jun","Wu, Changyou",1
"Bu, Xianzhang","Cao, Yingnan",1
"Cao, Yingnan","Wu, Changyou",1
"Bu, Xianzhang","Wu, Changyou",1
"Ishimaru, Daniella","Plant, Ewan P.",1
"Ishimaru, Daniella","Sims, Amy C.",1
"Ishimaru, Daniella","Yount, Boyd L.",1
"Ishimaru, Daniella","Roth, Braden M.",1
"Eldho, Nadukkudy V.","Ishimaru, Daniella",1
"Ishimaru, Daniella","P̩rez-Alvarado, Gabriela C.",1
"Armbruster, David W.","Ishimaru, Daniella",1
"Baric, Ralph S.","Ishimaru, Daniella",1
"Dinman, Jonathan D.","Ishimaru, Daniella",1
"Ishimaru, Daniella","Taylor, Deborah R.",1
"Hennig, Mirko","Ishimaru, Daniella",1
"Plant, Ewan P.","Yount, Boyd L.",1
"Plant, Ewan P.","Roth, Braden M.",1
"Eldho, Nadukkudy V.","Plant, Ewan P.",1
"Plant, Ewan P.","P̩rez-Alvarado, Gabriela C.",1
"Armbruster, David W.","Plant, Ewan P.",1
"Hennig, Mirko","Plant, Ewan P.",1
"Sims, Amy C.","Yount, Boyd L.",2
"Roth, Braden M.","Sims, Amy C.",1
"Eldho, Nadukkudy V.","Sims, Amy C.",1
"P̩rez-Alvarado, Gabriela C.","Sims, Amy C.",1
"Armbruster, David W.","Sims, Amy C.",1
"Hennig, Mirko","Sims, Amy C.",1
"Roth, Braden M.","Yount, Boyd L.",1
"Eldho, Nadukkudy V.","Yount, Boyd L.",1
"P̩rez-Alvarado, Gabriela C.","Yount, Boyd L.",1
"Armbruster, David W.","Yount, Boyd L.",1
"Baric, Ralph S.","Yount, Boyd L.",4
"Dinman, Jonathan D.","Yount, Boyd L.",1
"Taylor, Deborah R.","Yount, Boyd L.",1
"Hennig, Mirko","Yount, Boyd L.",1
"Eldho, Nadukkudy V.","Roth, Braden M.",1
"P̩rez-Alvarado, Gabriela C.","Roth, Braden M.",1
"Armbruster, David W.","Roth, Braden M.",1
"Baric, Ralph S.","Roth, Braden M.",1
"Dinman, Jonathan D.","Roth, Braden M.",1
"Roth, Braden M.","Taylor, Deborah R.",1
"Hennig, Mirko","Roth, Braden M.",1
"Eldho, Nadukkudy V.","P̩rez-Alvarado, Gabriela C.",1
"Armbruster, David W.","Eldho, Nadukkudy V.",1
"Baric, Ralph S.","Eldho, Nadukkudy V.",1
"Dinman, Jonathan D.","Eldho, Nadukkudy V.",1
"Eldho, Nadukkudy V.","Taylor, Deborah R.",1
"Eldho, Nadukkudy V.","Hennig, Mirko",1
"Armbruster, David W.","P̩rez-Alvarado, Gabriela C.",1
"Baric, Ralph S.","P̩rez-Alvarado, Gabriela C.",1
"Dinman, Jonathan D.","P̩rez-Alvarado, Gabriela C.",1
"P̩rez-Alvarado, Gabriela C.","Taylor, Deborah R.",1
"Hennig, Mirko","P̩rez-Alvarado, Gabriela C.",1
"Armbruster, David W.","Baric, Ralph S.",1
"Armbruster, David W.","Dinman, Jonathan D.",1
"Armbruster, David W.","Taylor, Deborah R.",1
"Armbruster, David W.","Hennig, Mirko",1
"Baric, Ralph S.","Hennig, Mirko",1
"Dinman, Jonathan D.","Hennig, Mirko",1
"Hennig, Mirko","Taylor, Deborah R.",1
"Janice Oh, Hsueh-Ling","Ken-En Gan, Samuel",1
"Bertoletti, Antonio","Janice Oh, Hsueh-Ling",1
"Janice Oh, Hsueh-Ling","Tan, Yee-Joo",1
"Bertoletti, Antonio","Ken-En Gan, Samuel",1
"Ken-En Gan, Samuel","Tan, Yee-Joo",1
"Bertoletti, Antonio","Tan, Yee-Joo",2
"Jauregui, Andrew R.","Savalia, Dhruti",1
"Jauregui, Andrew R.","Lowry, Virginia K.",1
"Farrell, Cara M.","Jauregui, Andrew R.",1
"Jauregui, Andrew R.","Wathelet, Marc G.",1
"Lowry, Virginia K.","Savalia, Dhruti",1
"Farrell, Cara M.","Savalia, Dhruti",1
"Savalia, Dhruti","Wathelet, Marc G.",1
"Farrell, Cara M.","Lowry, Virginia K.",1
"Lowry, Virginia K.","Wathelet, Marc G.",1
"Farrell, Cara M.","Wathelet, Marc G.",1
"Chang, Chia-Hui","Tseng, Ying-Tzu",1
"Tseng, Ying-Tzu","Wang, Shiu-Mei",2
"Huang, Kuo-Jung","Tseng, Ying-Tzu",2
"Tseng, Ying-Tzu","Wang, Chin-Tien",2
"Chang, Chia-Hui","Wang, Shiu-Mei",1
"Chang, Chia-Hui","Huang, Kuo-Jung",1
"Chang, Chia-Hui","Wang, Chin-Tien",1
"Huang, Kuo-Jung","Wang, Shiu-Mei",2
"Wang, Chin-Tien","Wang, Shiu-Mei",2
"Huang, Kuo-Jung","Wang, Chin-Tien",2
"Chang, Chung-ke","Chen, Chia-Min Michael",1
"Chang, Chung-ke","Chiang, Ming-hui",1
"Chang, Chung-ke","Hsu, Yen-lan",1
"Chang, Chung-ke","Huang, Tai-huang",4
"Chen, Chia-Min Michael","Chiang, Ming-hui",1
"Chen, Chia-Min Michael","Hsu, Yen-lan",1
"Chen, Chia-Min Michael","Huang, Tai-huang",1
"Chiang, Ming-hui","Hsu, Yen-lan",1
"Chiang, Ming-hui","Huang, Tai-huang",1
"Hsu, Yen-lan","Huang, Tai-huang",1
"Josset, Laurence","Menachery, Vineet D.",1
"Gralinski, Lisa E.","Josset, Laurence",2
"Agnihothram, Sudhakar","Josset, Laurence",1
"Josset, Laurence","Sova, Pavel",1
"Carter, Victoria S.","Josset, Laurence",1
"Josset, Laurence","Yount, Boyd L.",1
"Graham, Rachel L.","Josset, Laurence",1
"Baric, Ralph S.","Josset, Laurence",3
"Josset, Laurence","Katze, Michael G.",3
"Gralinski, Lisa E.","Menachery, Vineet D.",5
"Agnihothram, Sudhakar","Menachery, Vineet D.",2
"Menachery, Vineet D.","Sova, Pavel",1
"Carter, Victoria S.","Menachery, Vineet D.",1
"Menachery, Vineet D.","Yount, Boyd L.",3
"Graham, Rachel L.","Menachery, Vineet D.",3
"Baric, Ralph S.","Menachery, Vineet D.",6
"Katze, Michael G.","Menachery, Vineet D.",2
"Agnihothram, Sudhakar","Gralinski, Lisa E.",2
"Gralinski, Lisa E.","Sova, Pavel",1
"Carter, Victoria S.","Gralinski, Lisa E.",1
"Gralinski, Lisa E.","Yount, Boyd L.",3
"Graham, Rachel L.","Gralinski, Lisa E.",3
"Baric, Ralph S.","Gralinski, Lisa E.",6
"Gralinski, Lisa E.","Katze, Michael G.",3
"Agnihothram, Sudhakar","Sova, Pavel",1
"Agnihothram, Sudhakar","Carter, Victoria S.",1
"Agnihothram, Sudhakar","Yount, Boyd L.",2
"Agnihothram, Sudhakar","Graham, Rachel L.",2
"Agnihothram, Sudhakar","Baric, Ralph S.",2
"Agnihothram, Sudhakar","Katze, Michael G.",1
"Carter, Victoria S.","Sova, Pavel",1
"Sova, Pavel","Yount, Boyd L.",1
"Graham, Rachel L.","Sova, Pavel",1
"Baric, Ralph S.","Sova, Pavel",1
"Katze, Michael G.","Sova, Pavel",1
"Carter, Victoria S.","Yount, Boyd L.",1
"Carter, Victoria S.","Graham, Rachel L.",1
"Baric, Ralph S.","Carter, Victoria S.",1
"Carter, Victoria S.","Katze, Michael G.",1
"Graham, Rachel L.","Yount, Boyd L.",3
"Katze, Michael G.","Yount, Boyd L.",1
"Baric, Ralph S.","Graham, Rachel L.",4
"Graham, Rachel L.","Katze, Michael G.",1
"Baric, Ralph S.","Katze, Michael G.",4
"Wu, Zhiqiang","Yang, Li",1
"Ren, Xianwen","Yang, Li",1
"Yang, Fan","Yang, Li",1
"He, Guimei","Yang, Li",1
"Yang, Li","Zhang, Junpeng",1
"Dong, Jie","Yang, Li",1
"Sun, Lilian","Yang, Li",1
"Yang, Li","Zhu, Yafang",1
"Du, Jiang","Yang, Li",1
"Yang, Li","Zhang, Shuyi",1
"Jin, Qi","Yang, Li",1
"Ren, Xianwen","Wu, Zhiqiang",1
"Wu, Zhiqiang","Yang, Fan",1
"He, Guimei","Wu, Zhiqiang",1
"Wu, Zhiqiang","Zhang, Junpeng",1
"Dong, Jie","Wu, Zhiqiang",1
"Sun, Lilian","Wu, Zhiqiang",1
"Wu, Zhiqiang","Zhu, Yafang",1
"Du, Jiang","Wu, Zhiqiang",1
"Wu, Zhiqiang","Zhang, Shuyi",1
"Jin, Qi","Wu, Zhiqiang",1
"Ren, Xianwen","Yang, Fan",1
"He, Guimei","Ren, Xianwen",1
"Ren, Xianwen","Zhang, Junpeng",1
"Dong, Jie","Ren, Xianwen",1
"Ren, Xianwen","Sun, Lilian",1
"Ren, Xianwen","Zhu, Yafang",1
"Du, Jiang","Ren, Xianwen",1
"Ren, Xianwen","Zhang, Shuyi",1
"Jin, Qi","Ren, Xianwen",1
"He, Guimei","Yang, Fan",1
"Yang, Fan","Zhang, Junpeng",1
"Dong, Jie","Yang, Fan",1
"Sun, Lilian","Yang, Fan",1
"Yang, Fan","Zhu, Yafang",1
"Du, Jiang","Yang, Fan",1
"Yang, Fan","Zhang, Shuyi",1
"Jin, Qi","Yang, Fan",1
"He, Guimei","Zhang, Junpeng",1
"Dong, Jie","He, Guimei",1
"He, Guimei","Sun, Lilian",1
"He, Guimei","Zhu, Yafang",1
"Du, Jiang","He, Guimei",1
"He, Guimei","Zhang, Shuyi",1
"He, Guimei","Jin, Qi",1
"Dong, Jie","Zhang, Junpeng",1
"Sun, Lilian","Zhang, Junpeng",1
"Zhang, Junpeng","Zhu, Yafang",1
"Du, Jiang","Zhang, Junpeng",1
"Zhang, Junpeng","Zhang, Shuyi",1
"Jin, Qi","Zhang, Junpeng",1
"Dong, Jie","Sun, Lilian",1
"Dong, Jie","Zhu, Yafang",1
"Dong, Jie","Du, Jiang",1
"Dong, Jie","Zhang, Shuyi",1
"Dong, Jie","Jin, Qi",1
"Sun, Lilian","Zhu, Yafang",1
"Du, Jiang","Sun, Lilian",1
"Sun, Lilian","Zhang, Shuyi",1
"Jin, Qi","Sun, Lilian",1
"Du, Jiang","Zhu, Yafang",1
"Zhang, Shuyi","Zhu, Yafang",1
"Jin, Qi","Zhu, Yafang",1
"Du, Jiang","Zhang, Shuyi",1
"Du, Jiang","Jin, Qi",1
"Jin, Qi","Zhang, Shuyi",1
"Eisfeld, Amie J.","Mitchell, Hugh D.",2
"Mitchell, Hugh D.","Sims, Amy C.",1
"McDermott, Jason E.","Mitchell, Hugh D.",2
"Matzke, Melissa M.","Mitchell, Hugh D.",1
"Mitchell, Hugh D.","Webb-Robertson, Bobbi-Jo M.",1
"Mitchell, Hugh D.","Tilton, Susan C.",2
"Mitchell, Hugh D.","Tchitchek, Nicolas",1
"Josset, Laurence","Mitchell, Hugh D.",2
"Li, Chengjun","Mitchell, Hugh D.",2
"Ellis, Amy L.","Mitchell, Hugh D.",1
"Chang, Jean H.","Mitchell, Hugh D.",1
"Heegel, Robert A.","Mitchell, Hugh D.",1
"Luna, Maria L.","Mitchell, Hugh D.",1
"Mitchell, Hugh D.","Schepmoes, Athena A.",1
"Mitchell, Hugh D.","Shukla, Anil K.",1
"Metz, Thomas O.","Mitchell, Hugh D.",1
"Mitchell, Hugh D.","Neumann, Gabriele",2
"Benecke, Arndt G.","Mitchell, Hugh D.",1
"Mitchell, Hugh D.","Smith, Richard D.",1
"Baric, Ralph S.","Mitchell, Hugh D.",2
"Kawaoka, Yoshihiro","Mitchell, Hugh D.",1
"Katze, Michael G.","Mitchell, Hugh D.",2
"Mitchell, Hugh D.","Waters, Katrina M.",2
"Eisfeld, Amie J.","Sims, Amy C.",1
"Eisfeld, Amie J.","McDermott, Jason E.",2
"Eisfeld, Amie J.","Matzke, Melissa M.",1
"Eisfeld, Amie J.","Webb-Robertson, Bobbi-Jo M.",1
"Eisfeld, Amie J.","Tilton, Susan C.",2
"Eisfeld, Amie J.","Tchitchek, Nicolas",1
"Eisfeld, Amie J.","Josset, Laurence",2
"Eisfeld, Amie J.","Li, Chengjun",2
"Eisfeld, Amie J.","Ellis, Amy L.",1
"Chang, Jean H.","Eisfeld, Amie J.",1
"Eisfeld, Amie J.","Heegel, Robert A.",1
"Eisfeld, Amie J.","Luna, Maria L.",1
"Eisfeld, Amie J.","Schepmoes, Athena A.",1
"Eisfeld, Amie J.","Shukla, Anil K.",1
"Eisfeld, Amie J.","Metz, Thomas O.",1
"Eisfeld, Amie J.","Neumann, Gabriele",2
"Benecke, Arndt G.","Eisfeld, Amie J.",1
"Eisfeld, Amie J.","Smith, Richard D.",1
"Baric, Ralph S.","Eisfeld, Amie J.",2
"Eisfeld, Amie J.","Kawaoka, Yoshihiro",1
"Eisfeld, Amie J.","Katze, Michael G.",2
"Eisfeld, Amie J.","Waters, Katrina M.",2
"McDermott, Jason E.","Sims, Amy C.",1
"Matzke, Melissa M.","Sims, Amy C.",1
"Sims, Amy C.","Webb-Robertson, Bobbi-Jo M.",1
"Sims, Amy C.","Tilton, Susan C.",1
"Sims, Amy C.","Tchitchek, Nicolas",1
"Josset, Laurence","Sims, Amy C.",1
"Li, Chengjun","Sims, Amy C.",1
"Ellis, Amy L.","Sims, Amy C.",1
"Chang, Jean H.","Sims, Amy C.",1
"Heegel, Robert A.","Sims, Amy C.",1
"Luna, Maria L.","Sims, Amy C.",1
"Schepmoes, Athena A.","Sims, Amy C.",1
"Shukla, Anil K.","Sims, Amy C.",1
"Metz, Thomas O.","Sims, Amy C.",1
"Neumann, Gabriele","Sims, Amy C.",1
"Benecke, Arndt G.","Sims, Amy C.",1
"Sims, Amy C.","Smith, Richard D.",1
"Kawaoka, Yoshihiro","Sims, Amy C.",1
"Katze, Michael G.","Sims, Amy C.",1
"Sims, Amy C.","Waters, Katrina M.",1
"Matzke, Melissa M.","McDermott, Jason E.",1
"McDermott, Jason E.","Webb-Robertson, Bobbi-Jo M.",1
"McDermott, Jason E.","Tilton, Susan C.",2
"McDermott, Jason E.","Tchitchek, Nicolas",1
"Josset, Laurence","McDermott, Jason E.",2
"Li, Chengjun","McDermott, Jason E.",2
"Ellis, Amy L.","McDermott, Jason E.",1
"Chang, Jean H.","McDermott, Jason E.",1
"Heegel, Robert A.","McDermott, Jason E.",1
"Luna, Maria L.","McDermott, Jason E.",1
"McDermott, Jason E.","Schepmoes, Athena A.",1
"McDermott, Jason E.","Shukla, Anil K.",1
"McDermott, Jason E.","Metz, Thomas O.",1
"McDermott, Jason E.","Neumann, Gabriele",2
"Benecke, Arndt G.","McDermott, Jason E.",1
"McDermott, Jason E.","Smith, Richard D.",1
"Baric, Ralph S.","McDermott, Jason E.",2
"Kawaoka, Yoshihiro","McDermott, Jason E.",1
"Katze, Michael G.","McDermott, Jason E.",2
"McDermott, Jason E.","Waters, Katrina M.",2
"Matzke, Melissa M.","Webb-Robertson, Bobbi-Jo M.",1
"Matzke, Melissa M.","Tilton, Susan C.",1
"Matzke, Melissa M.","Tchitchek, Nicolas",1
"Josset, Laurence","Matzke, Melissa M.",1
"Li, Chengjun","Matzke, Melissa M.",1
"Ellis, Amy L.","Matzke, Melissa M.",1
"Chang, Jean H.","Matzke, Melissa M.",1
"Heegel, Robert A.","Matzke, Melissa M.",1
"Luna, Maria L.","Matzke, Melissa M.",1
"Matzke, Melissa M.","Schepmoes, Athena A.",1
"Matzke, Melissa M.","Shukla, Anil K.",1
"Matzke, Melissa M.","Metz, Thomas O.",1
"Matzke, Melissa M.","Neumann, Gabriele",1
"Benecke, Arndt G.","Matzke, Melissa M.",1
"Matzke, Melissa M.","Smith, Richard D.",1
"Baric, Ralph S.","Matzke, Melissa M.",1
"Kawaoka, Yoshihiro","Matzke, Melissa M.",1
"Katze, Michael G.","Matzke, Melissa M.",1
"Matzke, Melissa M.","Waters, Katrina M.",1
"Tilton, Susan C.","Webb-Robertson, Bobbi-Jo M.",1
"Tchitchek, Nicolas","Webb-Robertson, Bobbi-Jo M.",1
"Josset, Laurence","Webb-Robertson, Bobbi-Jo M.",1
"Li, Chengjun","Webb-Robertson, Bobbi-Jo M.",1
"Ellis, Amy L.","Webb-Robertson, Bobbi-Jo M.",1
"Chang, Jean H.","Webb-Robertson, Bobbi-Jo M.",1
"Heegel, Robert A.","Webb-Robertson, Bobbi-Jo M.",1
"Luna, Maria L.","Webb-Robertson, Bobbi-Jo M.",1
"Schepmoes, Athena A.","Webb-Robertson, Bobbi-Jo M.",1
"Shukla, Anil K.","Webb-Robertson, Bobbi-Jo M.",1
"Metz, Thomas O.","Webb-Robertson, Bobbi-Jo M.",1
"Neumann, Gabriele","Webb-Robertson, Bobbi-Jo M.",1
"Benecke, Arndt G.","Webb-Robertson, Bobbi-Jo M.",1
"Smith, Richard D.","Webb-Robertson, Bobbi-Jo M.",1
"Baric, Ralph S.","Webb-Robertson, Bobbi-Jo M.",1
"Kawaoka, Yoshihiro","Webb-Robertson, Bobbi-Jo M.",1
"Katze, Michael G.","Webb-Robertson, Bobbi-Jo M.",1
"Waters, Katrina M.","Webb-Robertson, Bobbi-Jo M.",1
"Tchitchek, Nicolas","Tilton, Susan C.",1
"Josset, Laurence","Tilton, Susan C.",2
"Li, Chengjun","Tilton, Susan C.",2
"Ellis, Amy L.","Tilton, Susan C.",1
"Chang, Jean H.","Tilton, Susan C.",1
"Heegel, Robert A.","Tilton, Susan C.",1
"Luna, Maria L.","Tilton, Susan C.",1
"Schepmoes, Athena A.","Tilton, Susan C.",1
"Shukla, Anil K.","Tilton, Susan C.",1
"Metz, Thomas O.","Tilton, Susan C.",1
"Neumann, Gabriele","Tilton, Susan C.",2
"Benecke, Arndt G.","Tilton, Susan C.",1
"Smith, Richard D.","Tilton, Susan C.",1
"Baric, Ralph S.","Tilton, Susan C.",2
"Kawaoka, Yoshihiro","Tilton, Susan C.",1
"Katze, Michael G.","Tilton, Susan C.",2
"Tilton, Susan C.","Waters, Katrina M.",2
"Josset, Laurence","Tchitchek, Nicolas",1
"Li, Chengjun","Tchitchek, Nicolas",1
"Ellis, Amy L.","Tchitchek, Nicolas",1
"Chang, Jean H.","Tchitchek, Nicolas",1
"Heegel, Robert A.","Tchitchek, Nicolas",1
"Luna, Maria L.","Tchitchek, Nicolas",1
"Schepmoes, Athena A.","Tchitchek, Nicolas",1
"Shukla, Anil K.","Tchitchek, Nicolas",1
"Metz, Thomas O.","Tchitchek, Nicolas",1
"Neumann, Gabriele","Tchitchek, Nicolas",1
"Benecke, Arndt G.","Tchitchek, Nicolas",1
"Smith, Richard D.","Tchitchek, Nicolas",1
"Baric, Ralph S.","Tchitchek, Nicolas",1
"Kawaoka, Yoshihiro","Tchitchek, Nicolas",1
"Katze, Michael G.","Tchitchek, Nicolas",1
"Tchitchek, Nicolas","Waters, Katrina M.",1
"Josset, Laurence","Li, Chengjun",2
"Ellis, Amy L.","Josset, Laurence",1
"Chang, Jean H.","Josset, Laurence",1
"Heegel, Robert A.","Josset, Laurence",1
"Josset, Laurence","Luna, Maria L.",1
"Josset, Laurence","Schepmoes, Athena A.",1
"Josset, Laurence","Shukla, Anil K.",1
"Josset, Laurence","Metz, Thomas O.",1
"Josset, Laurence","Neumann, Gabriele",2
"Benecke, Arndt G.","Josset, Laurence",1
"Josset, Laurence","Smith, Richard D.",1
"Josset, Laurence","Kawaoka, Yoshihiro",1
"Josset, Laurence","Waters, Katrina M.",2
"Ellis, Amy L.","Li, Chengjun",1
"Chang, Jean H.","Li, Chengjun",1
"Heegel, Robert A.","Li, Chengjun",1
"Li, Chengjun","Luna, Maria L.",1
"Li, Chengjun","Schepmoes, Athena A.",1
"Li, Chengjun","Shukla, Anil K.",1
"Li, Chengjun","Metz, Thomas O.",1
"Li, Chengjun","Neumann, Gabriele",2
"Benecke, Arndt G.","Li, Chengjun",1
"Li, Chengjun","Smith, Richard D.",1
"Baric, Ralph S.","Li, Chengjun",2
"Kawaoka, Yoshihiro","Li, Chengjun",1
"Katze, Michael G.","Li, Chengjun",2
"Li, Chengjun","Waters, Katrina M.",2
"Chang, Jean H.","Ellis, Amy L.",1
"Ellis, Amy L.","Heegel, Robert A.",1
"Ellis, Amy L.","Luna, Maria L.",1
"Ellis, Amy L.","Schepmoes, Athena A.",1
"Ellis, Amy L.","Shukla, Anil K.",1
